ticker_symbol,company_name,clean_companies,tickers_lower
AKU,Akumin Inc. Common Shares,akumininccommonshares,aku
AKUS,Akouos Inc. Common Stock,akouosinccommonstock,akus
AKYA,Akoya BioSciences Inc. Common Stock,akoyabiosciencesinccommonstock,akya
AL,Air Lease Corporation Class A Common Stock,airleasecorporationclassacommonstock,al
ALB,Albemarle Corporation Common Stock,albemarlecorporationcommonstock,alb
ALBO,Albireo Pharma Inc. Common Stock,albireopharmainccommonstock,albo
ALC,Alcon Inc. Ordinary Shares,alconincordinaryshares,alc
ALCC,AltC Acquisition Corp. Class A Common Stock,altcacquisitioncorpclassacommonstock,alcc
ALCO,Alico Inc. Common Stock,alicoinccommonstock,alco
ALDX,Aldeyra Therapeutics Inc. Common Stock,aldeyratherapeuticsinccommonstock,aldx
ALE,Allete Inc.,alleteinc,ale
ALEC,Alector Inc. Common Stock,alectorinccommonstock,alec
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,alexanderbaldwininccommonstockreitholdingcompany,alex
ALF,ALFI Inc. Common Stock,alfiinccommonstock,alf
ALFIW,ALFI Inc. Warrant,alfiincwarrant,alfiw
ALG,Alamo Group Inc. Common Stock,alamogroupinccommonstock,alg
ALGM,Allegro MicroSystems Inc. Common Stock,allegromicrosystemsinccommonstock,algm
ALGN,Align Technology Inc. Common Stock,aligntechnologyinccommonstock,algn
ALGS,Aligos Therapeutics Inc. Common Stock,aligostherapeuticsinccommonstock,algs
ALGT,Allegiant Travel Company Common Stock,allegianttravelcompanycommonstock,algt
ALHC,Alignment Healthcare Inc. Common Stock,alignmenthealthcareinccommonstock,alhc
ALIM,Alimera Sciences Inc. Common Stock,alimerasciencesinccommonstock,alim
ALIT,Alight Inc. Class A Common Stock,alightincclassacommonstock,alit
ALJJ,ALJ Regional Holdings Inc. Common Stock,aljregionalholdingsinccommonstock,aljj
ALK,Alaska Air Group Inc. Common Stock,alaskaairgroupinccommonstock,alk
ALKS,Alkermes plc Ordinary Shares,alkermesplcordinaryshares,alks
ALKT,Alkami Technology Inc. Common Stock,alkamitechnologyinccommonstock,alkt
ALL,Allstate Corporation (The) Common Stock,allstatecorporationthecommonstock,all
ALLE,Allegion plc Ordinary Shares,allegionplcordinaryshares,alle
ALLG,Allego N.V. Ordinary Share,allegonvordinaryshare,allg
ALLK,Allakos Inc. Common Stock,allakosinccommonstock,allk
ALLO,Allogene Therapeutics Inc. Common Stock,allogenetherapeuticsinccommonstock,allo
ALLR,Allarity Therapeutics Inc. Common Stock,allaritytherapeuticsinccommonstock,allr
ALLT,Allot Ltd. Ordinary Shares,allotltdordinaryshares,allt
ALLY,Ally Financial Inc. Common Stock,allyfinancialinccommonstock,ally
ALNA,Allena Pharmaceuticals Inc. Common Stock,allenapharmaceuticalsinccommonstock,alna
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,alnylampharmaceuticalsinccommonstock,alny
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,alsporchidacquisitioncorporationiclassaordinaryshare,alor
ALORW,ALSP Orchid Acquisition Corporation I Warrant,alsporchidacquisitioncorporationiwarrant,alorw
ALOT,AstroNova Inc. Common Stock,astronovainccommonstock,alot
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,alphahealthcareacquisitioncorpiiiclassacommonstock,alpa
ALPN,Alpine Immune Sciences Inc. Common Stock,alpineimmunesciencesinccommonstock,alpn
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,alpine4holdingsincclassacommonstock,alpp
ALR,AlerisLife Inc. Common Stock,alerislifeinccommonstock,alr
ALRM,Alarm.com Holdings Inc. Common Stock,alarmcomholdingsinccommonstock,alrm
ALRN,Aileron Therapeutics Inc. Common Stock,ailerontherapeuticsinccommonstock,alrn
ALRS,Alerus Financial Corporation Common Stock,alerusfinancialcorporationcommonstock,alrs
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,alphastaracquisitioncorporationordinaryshares,alsa
ALSAU,Alpha Star Acquisition Corporation Units,alphastaracquisitioncorporationunits,alsau
ALSAW,Alpha Star Acquisition Corporation Warrants,alphastaracquisitioncorporationwarrants,alsaw
ALSN,Allison Transmission Holdings Inc. Common Stock,allisontransmissionholdingsinccommonstock,alsn
ALT,Altimmune Inc. Common Stock,altimmuneinccommonstock,alt
ALTG,Alta Equipment Group Inc. Class A Common Stock,altaequipmentgroupincclassacommonstock,altg
ALTO,Alto Ingredients Inc. Common Stock,altoingredientsinccommonstock,alto
ALTR,Altair Engineering Inc. Class A Common Stock,altairengineeringincclassacommonstock,altr
ALTU,Altitude Acquisition Corp. Class A Common Stock,altitudeacquisitioncorpclassacommonstock,altu
ALTUW,Altitude Acquisition Corp. Warrant,altitudeacquisitioncorpwarrant,altuw
ALV,Autoliv Inc. Common Stock,autolivinccommonstock,alv
ALVO,Alvotech Ordinary Shares,alvotechordinaryshares,alvo
ALVOW,Alvotech Warrant,alvotechwarrant,alvow
ALVR,AlloVir Inc. Common Stock,allovirinccommonstock,alvr
ALX,Alexander's Inc. Common Stock,alexandersinccommonstock,alx
ALXO,ALX Oncology Holdings Inc. Common Stock,alxoncologyholdingsinccommonstock,alxo
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,alithyagroupincclassasubordinatevotingshares,alya
ALZN,Alzamend Neuro Inc. Common Stock,alzamendneuroinccommonstock,alzn
AM,Antero Midstream Corporation Common Stock,anteromidstreamcorporationcommonstock,am
AMAL,Amalgamated Financial Corp. Common Stock (DE),amalgamatedfinancialcorpcommonstockde,amal
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),ambrxbiopharmaincamericandepositaryshareseachrepresentingsevenordinaryshares,amam
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,americanacquisitionopportunityincclassacommonstock,amao
AMAOW,American Acquisition Opportunity Inc. Warrant,americanacquisitionopportunityincwarrant,amaow
AMAT,Applied Materials Inc. Common Stock,appliedmaterialsinccommonstock,amat
AMBA,Ambarella Inc. Ordinary Shares,ambarellaincordinaryshares,amba
AMBC,Ambac Financial Group Inc. Common Stock,ambacfinancialgroupinccommonstock,ambc
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,amboweducationholdingltdamericandepositoryshareseachrepresentingtwoclassaordinaryshares,ambo
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,ardaghmetalpackagingsaordinaryshares,ambp
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,amcentertainmentholdingsincclassacommonstock,amc
AMCI,AMCI Acquisition Corp. II Class A Common Stock,amciacquisitioncorpiiclassacommonstock,amci
AMCIW,AMCI Acquisition Corp. II Warrant,amciacquisitioncorpiiwarrant,amciw
AMCR,Amcor plc Ordinary Shares,amcorplcordinaryshares,amcr
AMCX,AMC Networks Inc. Class A Common Stock,amcnetworksincclassacommonstock,amcx
AMD,Advanced Micro Devices Inc. Common Stock,advancedmicrodevicesinccommonstock,amd
AME,AMETEK Inc.,ametekinc,ame
AMED,Amedisys Inc Common Stock,amedisysinccommonstock,amed
AMEH,Apollo Medical Holdings Inc. Common Stock,apollomedicalholdingsinccommonstock,ameh
AMG,Affiliated Managers Group Inc. Common Stock,affiliatedmanagersgroupinccommonstock,amg
AMGN,Amgen Inc. Common Stock,amgeninccommonstock,amgn
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,americanhomes4rentcommonsharesofbeneficialinterest,amh
AMK,AssetMark Financial Holdings Inc. Common Stock,assetmarkfinancialholdingsinccommonstock,amk
AMKR,Amkor Technology Inc. Common Stock,amkortechnologyinccommonstock,amkr
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,amylyxpharmaceuticalsinccommonstock,amlx
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,amnhealthcareservicesincamnhealthcareservicesinc,amn
AMNB,American National Bankshares Inc. Common Stock,americannationalbanksharesinccommonstock,amnb
AMOT,Allied Motion Technologies Inc.,alliedmotiontechnologiesinc,amot
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,americamovilsabdecvclassaamericandepositaryshares,amov
AMP,Ameriprise Financial Inc. Common Stock,ameriprisefinancialinccommonstock,amp
AMPE,Ampio Pharmaceuticals Inc.,ampiopharmaceuticalsinc,ampe
AMPG,Amplitech Group Inc. Common Stock,amplitechgroupinccommonstock,ampg
AMPGW,Amplitech Group Inc. Warrants,amplitechgroupincwarrants,ampgw
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,amphastarpharmaceuticalsinccommonstock,amph
AMPI,Advanced Merger Partners Inc. Class A Common Stock,advancedmergerpartnersincclassacommonstock,ampi
AMPL,Amplitude Inc. Class A Common Stock,amplitudeincclassacommonstock,ampl
AMPS,Altus Power Inc. Class A Common Stock,altuspowerincclassacommonstock,amps
AMPY,Amplify Energy Corp. Common Stock,amplifyenergycorpcommonstock,ampy
AMR,Alpha Metallurgical Resources Inc. Common Stock,alphametallurgicalresourcesinccommonstock,amr
AMRC,Ameresco Inc. Class A Common Stock,amerescoincclassacommonstock,amrc
AMRK,A-Mark Precious Metals Inc. Common Stock,amarkpreciousmetalsinccommonstock,amrk
AMRN,Amarin Corporation plc,amarincorporationplc,amrn
AMRS,Amyris Inc. Common Stock,amyrisinccommonstock,amrs
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,amnealpharmaceuticalsincclassacommonstock,amrx
AMS,American Shared Hospital Services Common Stock,americansharedhospitalservicescommonstock,ams
AMSC,American Superconductor Corporation Common Stock,americansuperconductorcorporationcommonstock,amsc
AMSF,AMERISAFE Inc. Common Stock,amerisafeinccommonstock,amsf
AMST,Amesite Inc. Common Stock,amesiteinccommonstock,amst
AMSWA,American Software Inc. Class A Common Stock,americansoftwareincclassacommonstock,amswa
AMT,American Tower Corporation (REIT) Common Stock,americantowercorporationreitcommonstock,amt
AMTB,Amerant Bancorp Inc. Class A Common Stock,amerantbancorpincclassacommonstock,amtb
AMTD,AMTD IDEA Group American Depositary Shares each representing one Class A Ordinary Share,amtdideagroupamericandepositaryshareseachrepresentingoneclassaordinaryshare,amtd
AMTI,Applied Molecular Transport Inc. Common Stock,appliedmoleculartransportinccommonstock,amti
AMTX,Aemetis Inc. (DE) Common Stock,aemetisincdecommonstock,amtx
AMWD,American Woodmark Corporation Common Stock,americanwoodmarkcorporationcommonstock,amwd
AMWL,American Well Corporation Class A Common Stock,americanwellcorporationclassacommonstock,amwl
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,americamovilsabdecvamericandepositoryreceiptseriesl,amx
AMYT,Amryt Pharma plc American Depositary Shares,amrytpharmaplcamericandepositaryshares,amyt
AMZN,Amazon.com Inc. Common Stock,amazoncominccommonstock,amzn
AN,AutoNation Inc. Common Stock,autonationinccommonstock,an
ANAB,AnaptysBio Inc. Common Stock,anaptysbioinccommonstock,anab
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,arctosnorthstaracquisitioncorpclassaordinaryshares,anac
ANDE,Andersons Inc. (The) Common Stock,andersonsincthecommonstock,ande
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,anebulopharmaceuticalsinccommonstock,aneb
ANET,Arista Networks Inc. Common Stock,aristanetworksinccommonstock,anet
ANF,Abercrombie & Fitch Company Common Stock,abercrombiefitchcompanycommonstock,anf
ANGH,Anghami Inc. Ordinary Shares,anghamiincordinaryshares,angh
ANGHW,Anghami Inc. Warrants,anghamiincwarrants,anghw
ANGI,Angi Inc. Class A Common Stock,angiincclassacommonstock,angi
ANGN,Angion Biomedica Corp. Common Stock,angionbiomedicacorpcommonstock,angn
ANGO,AngioDynamics Inc. Common Stock,angiodynamicsinccommonstock,ango
ANIK,Anika Therapeutics Inc. Common Stock,anikatherapeuticsinccommonstock,anik
ANIP,ANI Pharmaceuticals Inc.,anipharmaceuticalsinc,anip
ANIX,Anixa Biosciences Inc. Common Stock,anixabiosciencesinccommonstock,anix
ANNX,Annexon Inc. Common Stock,annexoninccommonstock,annx
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,anpacbiomedicalsciencecoltdamericandepositaryshares,anpc
ANSS,ANSYS Inc. Common Stock,ansysinccommonstock,anss
ANTE,AirNet Technology Inc. American Depositary Shares,airnettechnologyincamericandepositaryshares,ante
ANTX,AN2 Therapeutics Inc. Common Stock,an2therapeuticsinccommonstock,antx
ANVS,Annovis Bio Inc. Common Stock,annovisbioinccommonstock,anvs
ANY,Sphere 3D Corp. Common Shares,sphere3dcorpcommonshares,any
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,anzuspecialacquisitioncorpiclassacommonstock,anzu
ANZUU,Anzu Special Acquisition Corp I Units,anzuspecialacquisitioncorpiunits,anzuu
ANZUW,Anzu Special Acquisition Corp I Warrant,anzuspecialacquisitioncorpiwarrant,anzuw
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,abrdntotaldynamicdividendfundcommonsharesofbeneficialinterest,aod
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,arogocapitalacquisitioncorpclassacommonstock,aogo
AOGOU,Arogo Capital Acquisition Corp. Unit,arogocapitalacquisitioncorpunit,aogou
AOGOW,Arogo Capital Acquisition Corp. Warrant,arogocapitalacquisitioncorpwarrant,aogow
AOMR,Angel Oak Mortgage Inc. Common Stock,angeloakmortgageinccommonstock,aomr
AON,Aon plc Class A Ordinary Shares (Ireland),aonplcclassaordinarysharesireland,aon
AORT,Artivion Inc. Common Stock,artivioninccommonstock,aort
AOS,A.O. Smith Corporation Common Stock,aosmithcorporationcommonstock,aos
AOSL,Alpha and Omega Semiconductor Limited Common Shares,alphaandomegasemiconductorlimitedcommonshares,aosl
AOUT,American Outdoor Brands Inc. Common Stock,americanoutdoorbrandsinccommonstock,aout
AP,Ampco-Pittsburgh Corporation Common Stock,ampcopittsburghcorporationcommonstock,ap
APA,APA Corporation Common Stock,apacorporationcommonstock,apa
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,stonebridgeacquisitioncorporationclassaordinaryshares,apac
APACU,StoneBridge Acquisition Corporation Unit,stonebridgeacquisitioncorporationunit,apacu
APACW,StoneBridge Acquisition Corporation Warrant,stonebridgeacquisitioncorporationwarrant,apacw
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,artisanpartnersassetmanagementincclassacommonstock,apam
APCA,AP Acquisition Corp Class A Ordinary Shares,apacquisitioncorpclassaordinaryshares,apca
APCX,AppTech Payments Corp. Common Stock,apptechpaymentscorpcommonstock,apcx
APCXW,AppTech Payments Corp. Warrant,apptechpaymentscorpwarrant,apcxw
APD,Air Products and Chemicals Inc. Common Stock,airproductsandchemicalsinccommonstock,apd
APDN,Applied DNA Sciences Inc. Common Stock,applieddnasciencesinccommonstock,apdn
APE,AMC Entertainment Holdings Inc.,amcentertainmentholdingsinc,ape
APEI,American Public Education Inc. Common Stock,americanpubliceducationinccommonstock,apei
APEN,Apollo Endosurgery Inc. Common Stock,apolloendosurgeryinccommonstock,apen
APG,APi Group Corporation Common Stock,apigroupcorporationcommonstock,apg
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,apollostrategicgrowthcapitaliiclassaordinaryshares,apgb
APGN,Apexigen Inc. Common Stock,apexigeninccommonstock,apgn
APGNW,Apexigen Inc. Warrant,apexigenincwarrant,apgnw
APH,Amphenol Corporation Common Stock,amphenolcorporationcommonstock,aph
API,Agora Inc. American Depositary Shares,agoraincamericandepositaryshares,api
APLD,Applied Blockchain Inc. Common Stock,appliedblockchaininccommonstock,apld
APLE,Apple Hospitality REIT Inc. Common Shares,applehospitalityreitinccommonshares,aple
APLS,Apellis Pharmaceuticals Inc. Common Stock,apellispharmaceuticalsinccommonstock,apls
APLT,Applied Therapeutics Inc. Common Stock,appliedtherapeuticsinccommonstock,aplt
APM,Aptorum Group Limited Class A Ordinary Shares,aptorumgrouplimitedclassaordinaryshares,apm
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,axonprimeinfrastructureacquisitioncorporationclassacommonstock,apmi
APN,Apeiron Capital Investment Corp. Class A Common Stock,apeironcapitalinvestmentcorpclassacommonstock,apn
APO,Apollo Global Management Inc. (New) Common Stock,apolloglobalmanagementincnewcommonstock,apo
APOG,Apogee Enterprises Inc. Common Stock,apogeeenterprisesinccommonstock,apog
APP,Applovin Corporation Class A Common Stock,applovincorporationclassacommonstock,app
APPF,AppFolio Inc. Class A Common Stock,appfolioincclassacommonstock,appf
APPH,AppHarvest Inc. Common Stock,appharvestinccommonstock,apph
APPHW,AppHarvest Inc. Warrants,appharvestincwarrants,apphw
APPN,Appian Corporation Class A Common Stock,appiancorporationclassacommonstock,appn
APPS,Digital Turbine Inc. Common Stock,digitalturbineinccommonstock,apps
APRE,Aprea Therapeutics Inc. Common stock,apreatherapeuticsinccommonstock,apre
APRN,Blue Apron Holdings Inc. Class A Common Stock,blueapronholdingsincclassacommonstock,aprn
APT,Alpha Pro Tech Ltd. Common Stock,alphaprotechltdcommonstock,apt
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,alphapartnerstechnologymergercorpclassaordinaryshares,aptm
APTO,Aptose Biosciences Inc. Common Shares,aptosebiosciencesinccommonshares,apto
APTV,Aptiv PLC Ordinary Shares,aptivplcordinaryshares,aptv
APTX,Aptinyx Inc. Common Stock,aptinyxinccommonstock,aptx
APVO,Aptevo Therapeutics Inc. Common Stock,aptevotherapeuticsinccommonstock,apvo
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),asiapacificwirecablecorporationltdordinarysharesbermuda,apwc
APXI,APx Acquisition Corp. I Class A Ordinary Share,apxacquisitioncorpiclassaordinaryshare,apxi
APXIU,APx Acquisition Corp. I Unit,apxacquisitioncorpiunit,apxiu
APXIW,APx Acquisition Corp. I Warrant,apxacquisitioncorpiwarrant,apxiw
APYX,Apyx Medical Corporation Common Stock,apyxmedicalcorporationcommonstock,apyx
AQB,AquaBounty Technologies Inc. Common Stock,aquabountytechnologiesinccommonstock,aqb
AQMS,Aqua Metals Inc. Common Stock,aquametalsinccommonstock,aqms
AQN,Algonquin Power & Utilities Corp. Common Shares,algonquinpowerutilitiescorpcommonshares,aqn
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,algonquinpowerutilitiescorp6875fixedtofloatingratesubordinatednotesseries2018adueoctober172078,aqna
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,algonquinpowerutilitiescorp620fixedtofloatingsubordinatednotesseries2019aduejuly12079,aqnb
AQNU,Algonquin Power & Utilities Corp. Corporate Units,algonquinpowerutilitiescorpcorporateunits,aqnu
AQST,Aquestive Therapeutics Inc. Common Stock,aquestivetherapeuticsinccommonstock,aqst
AQUA,Evoqua Water Technologies Corp. Common Stock,evoquawatertechnologiescorpcommonstock,aqua
AR,Antero Resources Corporation Common Stock,anteroresourcescorporationcommonstock,ar
ARAV,Aravive Inc. Common Stock,araviveinccommonstock,arav
ARAY,Accuray Incorporated Common Stock,accurayincorporatedcommonstock,aray
