ticker_symbol,company_name,clean_companies,tickers_lower
MGLD,The Marygold Companies Inc. Common Stock,themarygoldcompaniesinccommonstock,mgld
MGM,MGM Resorts International Common Stock,mgmresortsinternationalcommonstock,mgm
MGNI,Magnite Inc. Common Stock,magniteinccommonstock,mgni
MGNX,MacroGenics Inc. Common Stock,macrogenicsinccommonstock,mgnx
MGPI,MGP Ingredients Inc.,mgpingredientsinc,mgpi
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,affiliatedmanagersgroupinc5875juniorsubordinatednotesdue2059,mgr
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,affiliatedmanagersgroupinc4750juniorsubordinatednotesdue2060,mgrb
MGRC,McGrath RentCorp Common Stock,mcgrathrentcorpcommonstock,mgrc
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,affiliatedmanagersgroupinc4200juniorsubordinatednotesdue2061,mgrd
MGTA,Magenta Therapeutics Inc. Common Stock,magentatherapeuticsinccommonstock,mgta
MGTX,MeiraGTx Holdings plc Ordinary Shares,meiragtxholdingsplcordinaryshares,mgtx
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,macquarieglobalinfrastructuretotalreturnfundinccommonstock,mgu
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,magnoliaoilgascorporationclassacommonstock,mgy
MGYR,Magyar Bancorp Inc. Common Stock,magyarbancorpinccommonstock,mgyr
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,westernassetmunicipalhighincomefundinccommonstock,mhf
MHH,Mastech Digital Inc Common Stock,mastechdigitalinccommonstock,mhh
MHI,Pioneer Municipal High Income Fund Inc.,pioneermunicipalhighincomefundinc,mhi
MHK,Mohawk Industries Inc. Common Stock,mohawkindustriesinccommonstock,mhk
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,maidenholdingsltd6625notesdue2046,mhla
MHLD,Maiden Holdings Ltd.,maidenholdingsltd,mhld
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,blackrockmuniholdingsnewyorkqualityfundinccommonstock,mhn
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,maidenholdingsnorthamericaltd775notesdue2043,mhnc
MHO,M/I Homes Inc. Common Stock,mihomesinccommonstock,mho
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,meihuainternationalmedicaltechnologiescoltdordinaryshares,mhua
MICS,The Singing Machine Company Inc. Common Stock,thesingingmachinecompanyinccommonstock,mics
MICT,MICT Inc. Common Stock,mictinccommonstock,mict
MIDD,Middleby Corporation (The) Common Stock,middlebycorporationthecommonstock,midd
MIGI,Mawson Infrastructure Group Inc. Common Stock,mawsoninfrastructuregroupinccommonstock,migi
MIMO,Airspan Networks Holdings Inc. Common Stock,airspannetworksholdingsinccommonstock,mimo
MIN,MFS Intermediate Income Trust Common Stock,mfsintermediateincometrustcommonstock,min
MIND,MIND Technology Inc. Common Stock (DE),mindtechnologyinccommonstockde,mind
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),mindtechnologyincseriesa900seriesacumulativepreferredstockde,mindp
MINM,Minim Inc. Common Stock,miniminccommonstock,minm
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,pioneermunicipalhighincomeopportunitiesfundinccommonstock,mio
MIR,Mirion Technologies Inc. Class A Common Stock,miriontechnologiesincclassacommonstock,mir
MIRM,Mirum Pharmaceuticals Inc. Common Stock,mirumpharmaceuticalsinccommonstock,mirm
MIRO,Miromatrix Medical Inc. Common Stock,miromatrixmedicalinccommonstock,miro
MIST,Milestone Pharmaceuticals Inc. Common Shares,milestonepharmaceuticalsinccommonshares,mist
MIT,Mason Industrial Technology Inc. Class A Common Stock,masonindustrialtechnologyincclassacommonstock,mit
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,coliseumacquisitioncorpclassaordinaryshare,mita
MITAU,Coliseum Acquisition Corp. Unit,coliseumacquisitioncorpunit,mitau
MITK,Mitek Systems Inc. Common Stock,miteksystemsinccommonstock,mitk
MITO,Stealth BioTherapeutics Corp. ADS,stealthbiotherapeuticscorpads,mito
MITQ,Moving iMage Technologies Inc. Common Stock,movingimagetechnologiesinccommonstock,mitq
MITT,AG Mortgage Investment Trust Inc. Common Stock,agmortgageinvestmenttrustinccommonstock,mitt
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,mixtelematicslimitedamericandepositaryshareseachrepresenting25ordinaryshares,mixt
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,blackrockmuniyieldmichiganqualityfundinccommonstock,miy
MKC,McCormick & Company Incorporated Common Stock,mccormickcompanyincorporatedcommonstock,mkc
MKD,Molecular Data Inc. American Depositary Shares,moleculardataincamericandepositaryshares,mkd
MKFG,Markforged Holding Corporation Common Stock,markforgedholdingcorporationcommonstock,mkfg
MKL,Markel Corporation Common Stock,markelcorporationcommonstock,mkl
MKSI,MKS Instruments Inc. Common Stock,mksinstrumentsinccommonstock,mksi
MKTW,MarketWise Inc. Class A Common Stock,marketwiseincclassacommonstock,mktw
MKTWW,MarketWise Inc. Warrant,marketwiseincwarrant,mktww
MKTX,MarketAxess Holdings Inc. Common Stock,marketaxessholdingsinccommonstock,mktx
ML,MoneyLion Inc. Class A Common Stock,moneylionincclassacommonstock,ml
MLAB,Mesa Laboratories Inc. Common Stock,mesalaboratoriesinccommonstock,mlab
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,malaccastraitsacquisitioncompanylimitedclassaordinaryshares,mlac
MLACW,Malacca Straits Acquisition Company Limited Warrants,malaccastraitsacquisitioncompanylimitedwarrants,mlacw
MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,mclarentechnologyacquisitioncorpclassacommonstock,mlai
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,melcoresortsentertainmentlimitedamericandepositaryshares,mlco
MLI,Mueller Industries Inc. Common Stock,muellerindustriesinccommonstock,mli
MLKN,MillerKnoll Inc. Common Stock,millerknollinccommonstock,mlkn
MLM,Martin Marietta Materials Inc. Common Stock,martinmariettamaterialsinccommonstock,mlm
MLNK,MeridianLink Inc. Common Stock,meridianlinkinccommonstock,mlnk
MLP,Maui Land & Pineapple Company Inc. Common Stock,mauilandpineapplecompanyinccommonstock,mlp
MLR,Miller Industries Inc. Common Stock,millerindustriesinccommonstock,mlr
MLSS,Milestone Scientific Inc. Common Stock,milestonescientificinccommonstock,mlss
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,moonlakeimmunotherapeuticsclassaordinaryshares,mltx
MLVF,Malvern Bancorp Inc. Common Stock,malvernbancorpinccommonstock,mlvf
MMAT,Meta Materials Inc. Common Stock,metamaterialsinccommonstock,mmat
MMC,Marsh & McLennan Companies Inc. Common Stock,marshmclennancompaniesinccommonstock,mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,mainstaymackaydefinedtermmunicipalopportunitiesfund,mmd
MMI,Marcus & Millichap Inc. Common Stock,marcusmillichapinccommonstock,mmi
MMLP,Martin Midstream Partners L.P. Limited Partnership,martinmidstreampartnerslplimitedpartnership,mmlp
MMM,3M Company Common Stock,3mcompanycommonstock,mmm
MMMB,MamaMancini's Holdings Inc. Common Stock,mamamancinisholdingsinccommonstock,mmmb
MMP,Magellan Midstream Partners L.P. Limited Partnership,magellanmidstreampartnerslplimitedpartnership,mmp
MMS,Maximus Inc. Common Stock,maximusinccommonstock,mms
MMSI,Merit Medical Systems Inc. Common Stock,meritmedicalsystemsinccommonstock,mmsi
MMT,MFS Multimarket Income Trust Common Stock,mfsmultimarketincometrustcommonstock,mmt
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,westernassetmanagedmunicipalsfundinccommonstock,mmu
MMX,Maverix Metals Inc. Common Shares,maverixmetalsinccommonshares,mmx
MMYT,MakeMyTrip Limited Ordinary Shares,makemytriplimitedordinaryshares,mmyt
MN,Manning & Napier Inc. Class A Common Stock,manningnapierincclassacommonstock,mn
MNDO,MIND C.T.I. Ltd. Ordinary Shares,mindctiltdordinaryshares,mndo
MNDT,Mandiant Inc. Common Stock,mandiantinccommonstock,mndt
MNDY,monday.com Ltd. Ordinary Shares,mondaycomltdordinaryshares,mndy
MNKD,MannKind Corporation Common Stock,mannkindcorporationcommonstock,mnkd
MNMD,Mind Medicine (MindMed) Inc. Common Shares,mindmedicinemindmedinccommonshares,mnmd
MNOV,Medicinova Inc Common Stock,medicinovainccommonstock,mnov
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,westernassetmunicipalpartnersfundinccommonstock,mnp
MNPR,Monopar Therapeutics Inc. Common Stock,monopartherapeuticsinccommonstock,mnpr
MNRL,Brigham Minerals Inc. Class A Common Stock,brighammineralsincclassacommonstock,mnrl
MNRO,Monro Inc. Common Stock,monroinccommonstock,mnro
MNSB,MainStreet Bancshares Inc. Common Stock,mainstreetbancsharesinccommonstock,mnsb
MNSBP,MainStreet Bancshares Inc. Depositary Shares,mainstreetbancsharesincdepositaryshares,mnsbp
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,minisogroupholdinglimitedamericandepositaryshareseachrepresentingfourordinaryshares,mnso
MNST,Monster Beverage Corporation,monsterbeveragecorporation,mnst
MNTK,Montauk Renewables Inc. Common Stock,montaukrenewablesinccommonstock,mntk
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,everestconsolidatoracquisitioncorporationclassacommonstock,mntn
MNTS,Momentus Inc. Class A Common Stock,momentusincclassacommonstock,mnts
MNTSW,Momentus Inc. Warrant,momentusincwarrant,mntsw
MNTV,Momentive Global Inc. Common Stock,momentiveglobalinccommonstock,mntv
MNTX,Manitex International Inc. Common Stock,manitexinternationalinccommonstock,mntx
MO,Altria Group Inc.,altriagroupinc,mo
MOBQ,Mobiquity Technologies Inc. Common Stock,mobiquitytechnologiesinccommonstock,mobq
MOBQW,Mobiquity Technologies Inc. Warrant,mobiquitytechnologiesincwarrant,mobqw
MOBVU,Mobiv Acquisition Corp Unit,mobivacquisitioncorpunit,mobvu
MOD,Modine Manufacturing Company Common Stock,modinemanufacturingcompanycommonstock,mod
MODD,Modular Medical Inc. Common Stock,modularmedicalinccommonstock,modd
MODN,Model N Inc. Common Stock,modelninccommonstock,modn
MODV,ModivCare Inc. Common Stock,modivcareinccommonstock,modv
MOFG,MidWestOne Financial Gp Common Stock,midwestonefinancialgpcommonstock,mofg
MOGO,Mogo Inc. Common Shares,mogoinccommonshares,mogo
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),moguincamericandepositaryshareseachrepresenting25classaordinaryshares,mogu
MOH,Molina Healthcare Inc Common Stock,molinahealthcareinccommonstock,moh
MOHO,ECMOHO Limited American Depositary Shares,ecmoholimitedamericandepositaryshares,moho
MOLN,Molecular Partners AG American Depositary Shares,molecularpartnersagamericandepositaryshares,moln
MOMO,Hello Group Inc. American Depositary Shares,hellogroupincamericandepositaryshares,momo
MON,Monument Circle Acquisition Corp. Class A Common Stock,monumentcircleacquisitioncorpclassacommonstock,mon
MOND,Mondee Holdings Inc. Class A Common Stock,mondeeholdingsincclassacommonstock,mond
MONDW,Mondee Holdings Inc. Warrant,mondeeholdingsincwarrant,mondw
MOR,MorphoSys AG American Depositary Shares,morphosysagamericandepositaryshares,mor
MORF,Morphic Holding Inc. Common Stock,morphicholdinginccommonstock,morf
MORN,Morningstar Inc. Common Stock,morningstarinccommonstock,morn
MOS,Mosaic Company (The) Common Stock,mosaiccompanythecommonstock,mos
MOTS,Motus GI Holdings Inc. Common Stock,motusgiholdingsinccommonstock,mots
MOV,Movado Group Inc. Common Stock,movadogroupinccommonstock,mov
MOVE,Movano Inc. Common Stock,movanoinccommonstock,move
MOXC,Moxian (BVI) Inc Ordinary Shares,moxianbviincordinaryshares,moxc
MP,MP Materials Corp. Common Stock,mpmaterialscorpcommonstock,mp
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,blackrockmuniyieldpennsylvaniaqualityfundcommonstock,mpa
MPAA,Motorcar Parts  of America Inc. Common Stock,motorcarpartsofamericainccommonstock,mpaa
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,modelperformanceacquisitioncorpclassaordinaryshare,mpac
MPACR,Model Performance Acquisition Corp. Right,modelperformanceacquisitioncorpright,mpacr
MPB,Mid Penn Bancorp Common Stock,midpennbancorpcommonstock,mpb
MPC,Marathon Petroleum Corporation Common Stock,marathonpetroleumcorporationcommonstock,mpc
MPLN,MultiPlan Corporation Class A Common Stock,multiplancorporationclassacommonstock,mpln
MPLX,MPLX LP Common Units Representing Limited Partner Interests,mplxlpcommonunitsrepresentinglimitedpartnerinterests,mplx
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,mercatopartnersacquisitioncorporationclassacommonstock,mpra
MPRAW,Mercato Partners Acquisition Corporation Warrant,mercatopartnersacquisitioncorporationwarrant,mpraw
MPV,Barings Participation Investors Common Stock,baringsparticipationinvestorscommonstock,mpv
MPW,Medical Properties Trust Inc. common stock,medicalpropertiestrustinccommonstock,mpw
MPWR,Monolithic Power Systems Inc. Common Stock,monolithicpowersystemsinccommonstock,mpwr
MPX,Marine Products Corporation Common Stock,marineproductscorporationcommonstock,mpx
MQ,Marqeta Inc. Class A Common Stock,marqetaincclassacommonstock,mq
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,blackrockmuniyieldqualityfundiiinccommonstock,mqt
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,blackrockmuniyieldqualityfundinccommonstock,mqy
MRAI,Marpai Inc. Class A Common Stock,marpaiincclassacommonstock,mrai
MRAM,Everspin Technologies Inc. Common Stock,everspintechnologiesinccommonstock,mram
MRBK,Meridian Corporation Common Stock,meridiancorporationcommonstock,mrbk
MRC,MRC Global Inc. Common Stock,mrcglobalinccommonstock,mrc
MRCC,Monroe Capital Corporation Common Stock,monroecapitalcorporationcommonstock,mrcc
MRCY,Mercury Systems Inc Common Stock,mercurysystemsinccommonstock,mrcy
MREO,Mereo BioPharma Group plc American Depositary Shares,mereobiopharmagroupplcamericandepositaryshares,mreo
MRIN,Marin Software Incorporated Common Stock,marinsoftwareincorporatedcommonstock,mrin
MRK,Merck & Company Inc. Common Stock (new),merckcompanyinccommonstocknew,mrk
MRKR,Marker Therapeutics Inc. Common Stock,markertherapeuticsinccommonstock,mrkr
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,mediromhealthcaretechnologiesincamericandepositaryshare,mrm
MRNA,Moderna Inc. Common Stock,modernainccommonstock,mrna
MRNS,Marinus Pharmaceuticals Inc. Common Stock,marinuspharmaceuticalsinccommonstock,mrns
MRO,Marathon Oil Corporation Common Stock,marathonoilcorporationcommonstock,mro
MRSN,Mersana Therapeutics Inc. Common Stock,mersanatherapeuticsinccommonstock,mrsn
MRTN,Marten Transport Ltd. Common Stock,martentransportltdcommonstock,mrtn
MRTX,Mirati Therapeutics Inc. Common Stock,miratitherapeuticsinccommonstock,mrtx
MRUS,Merus N.V. Common Shares,merusnvcommonshares,mrus
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,maravailifesciencesholdingsincclassacommonstock,mrvi
MRVL,Marvell Technology Inc. Common Stock,marvelltechnologyinccommonstock,mrvl
MS,Morgan Stanley Common Stock,morganstanleycommonstock,ms
MSA,MSA Safety Incorporated Common Stock,msasafetyincorporatedcommonstock,msa
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,medicussciencesacquisitioncorpclassaordinaryshare,msac
MSACW,Medicus Sciences Acquisition Corp. Warrant,medicussciencesacquisitioncorpwarrant,msacw
MSB,Mesabi Trust Common Stock,mesabitrustcommonstock,msb
MSBI,Midland States Bancorp Inc. Common Stock,midlandstatesbancorpinccommonstock,msbi
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,studiocityinternationalholdingslimitedamericandepositaryshareseachrepresentingfourclassaordinaryshares,msc
MSCI,MSCI Inc Common Stock,msciinccommonstock,msci
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,morganstanleyemergingmarketsdebtfundinccommonstock,msd
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,msdacquisitioncorpclassaordinaryshares,msda
MSDAW,MSD Acquisition Corp. Warrant,msdacquisitioncorpwarrant,msdaw
MSEX,Middlesex Water Company Common Stock,middlesexwatercompanycommonstock,msex
MSFT,Microsoft Corporation Common Stock,microsoftcorporationcommonstock,msft
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,madisonsquaregardenentertainmentcorpclassacommonstock,msge
MSGM,Motorsport Games Inc. Class A Common Stock,motorsportgamesincclassacommonstock,msgm
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),madisonsquaregardensportscorpclassacommonstocknew,msgs
MSI,Motorola Solutions Inc. Common Stock,motorolasolutionsinccommonstock,msi
MSM,MSC Industrial Direct Company Inc. Common Stock,mscindustrialdirectcompanyinccommonstock,msm
MSN,Emerson Radio Corporation Common Stock,emersonradiocorporationcommonstock,msn
MSPR,MSP Recovery Inc. Class A Common Stock,msprecoveryincclassacommonstock,mspr
MSPRW,MSP Recovery Inc. Warrant,msprecoveryincwarrant,msprw
MSPRZ,MSP Recovery Inc. Warrant,msprecoveryincwarrant,msprz
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,metalskystaracquisitioncorporationordinaryshares,mssa
MSSAW,Metal Sky Star Acquisition Corporation Warrant,metalskystaracquisitioncorporationwarrant,mssaw
MSTR,MicroStrategy Incorporated Common Stock Class A,microstrategyincorporatedcommonstockclassa,mstr
MSVB,Mid-Southern Bancorp Inc. Common Stock,midsouthernbancorpinccommonstock,msvb
MT,Arcelor Mittal NY Registry Shares NEW,arcelormittalnyregistrysharesnew,mt
MTA,Metalla Royalty & Streaming Ltd. Common Shares,metallaroyaltystreamingltdcommonshares,mta
MTAC,MedTech Acquisition Corporation Class A Common Stock,medtechacquisitioncorporationclassacommonstock,mtac
MTACU,MedTech Acquisition Corporation Unit,medtechacquisitioncorporationunit,mtacu
MTACW,MedTech Acquisition Corporation Warrant,medtechacquisitioncorporationwarrant,mtacw
MTAL,Metals Acquisition Corp Class A Ordinary Shares,metalsacquisitioncorpclassaordinaryshares,mtal
MTB,M&T Bank Corporation Common Stock,mtbankcorporationcommonstock,mtb
MTBC,CareCloud Inc. Common Stock,carecloudinccommonstock,mtbc
MTBCO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,carecloudinc875seriesbcumulativeredeemableperpetualpreferredstock,mtbco
MTBCP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,carecloudinc11seriesacumulativeredeemableperpetualpreferredstock,mtbcp
MTC,MMTec Inc. Common Shares,mmtecinccommonshares,mtc
MTCH,Match Group Inc. Common Stock,matchgroupinccommonstock,mtch
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,arcelormittal550mandatorilyconvertiblesubordinatednotesdue2023,mtcn
MTCR,Metacrine Inc. Common Stock,metacrineinccommonstock,mtcr
MTD,Mettler-Toledo International Inc. Common Stock,mettlertoledointernationalinccommonstock,mtd
MTDR,Matador Resources Company Common Stock,matadorresourcescompanycommonstock,mtdr
MTEK,Maris-Tech Ltd. Ordinary Shares,maristechltdordinaryshares,mtek
MTEKW,Maris-Tech Ltd. Warrants,maristechltdwarrants,mtekw
MTEM,Molecular Templates Inc. Common Stock,moleculartemplatesinccommonstock,mtem
MTEX,Mannatech Incorporated Common Stock,mannatechincorporatedcommonstock,mtex
MTG,MGIC Investment Corporation Common Stock,mgicinvestmentcorporationcommonstock,mtg
MTH,Meritage Homes Corporation Common Stock,meritagehomescorporationcommonstock,mth
MTLS,Materialise NV American Depositary Shares,materialisenvamericandepositaryshares,mtls
MTMT,Mega Matrix Corp. Common Stock,megamatrixcorpcommonstock,mtmt
MTN,Vail Resorts Inc. Common Stock,vailresortsinccommonstock,mtn
MTNB,Matinas Biopharma Holdings Inc. Common Stock,matinasbiopharmaholdingsinccommonstock,mtnb
MTP,Midatech Pharma PLC American Depositary Shs,midatechpharmaplcamericandepositaryshs,mtp
MTR,Mesa Royalty Trust Common Stock,mesaroyaltytrustcommonstock,mtr
MTRN,Materion Corporation,materioncorporation,mtrn
MTRX,Matrix Service Company Common Stock,matrixservicecompanycommonstock,mtrx
MTRY,Monterey Bio Acquisition Corporation Common Stock,montereybioacquisitioncorporationcommonstock,mtry
MTRYW,Monterey Bio Acquisition Corporation Warrant,montereybioacquisitioncorporationwarrant,mtryw
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,macomtechnologysolutionsholdingsinccommonstock,mtsi
MTTR,Matterport Inc. Class A Common Stock,matterportincclassacommonstock,mttr
MTVC,Motive Capital Corp II Class A Ordinary Shares,motivecapitalcorpiiclassaordinaryshares,mtvc
MTW,Manitowoc Company Inc. (The) Common Stock,manitowoccompanyincthecommonstock,mtw
MTX,Minerals Technologies Inc. Common Stock,mineralstechnologiesinccommonstock,mtx
MTZ,MasTec Inc. Common Stock,mastecinccommonstock,mtz
MU,Micron Technology Inc. Common Stock,microntechnologyinccommonstock,mu
MUA,Blackrock MuniAssets Fund Inc Common Stock,blackrockmuniassetsfundinccommonstock,mua
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,blackrockmuniholdingscaliforniaqualityfundinccommonstock,muc
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,mudrickcapitalacquisitioncorporationiiclassacommonstock,muds
MUDSU,Mudrick Capital Acquisition Corporation II Unit,mudrickcapitalacquisitioncorporationiiunit,mudsu
MUDSW,Mudrick Capital Acquisition Corporation II Warrant,mudrickcapitalacquisitioncorporationiiwarrant,mudsw
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,blackrockmuniholdingsqualityfundiiinccommonstock,mue
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,mitsubishiufjfinancialgroupinccommonstock,mufg
MUI,BlackRock Municipal Income Fund Inc. Common Stock,blackrockmunicipalincomefundinccommonstock,mui
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,blackrockmuniholdingsnewjerseyqualityfundinccommonstock,muj
MULN,Mullen Automotive Inc. Common Stock,mullenautomotiveinccommonstock,muln
MUR,Murphy Oil Corporation Common Stock,murphyoilcorporationcommonstock,mur
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,murphycanyonacquisitioncorpclassacommonstock,murf
MURFW,Murphy Canyon Acquisition Corp. Warrant,murphycanyonacquisitioncorpwarrant,murfw
MUSA,Murphy USA Inc. Common Stock,murphyusainccommonstock,musa
MUX,McEwen Mining Inc. Common Stock,mcewenmininginccommonstock,mux
MVBF,MVB Financial Corp. Common Stock,mvbfinancialcorpcommonstock,mvbf
MVF,Blackrock MuniVest Fund Inc. Common Stock,blackrockmunivestfundinccommonstock,mvf
MVIS,MicroVision Inc. Common Stock,microvisioninccommonstock,mvis
MVO,MV Oil Trust Units of Beneficial Interests,mvoiltrustunitsofbeneficialinterests,mvo
MVST,Microvast Holdings Inc. Common Stock,microvastholdingsinccommonstock,mvst
MVSTW,Microvast Holdings Inc. Warrants,microvastholdingsincwarrants,mvstw
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,blackrockmunivestfundiiinccommonstock,mvt
MWA,MUELLER WATER PRODUCTS Common Stock,muellerwaterproductscommonstock,mwa
MX,Magnachip Semiconductor Corporation Common Stock,magnachipsemiconductorcorporationcommonstock,mx
MXC,Mexco Energy Corporation Common Stock,mexcoenergycorporationcommonstock,mxc
MXCT,MaxCyte Inc. Common Stock,maxcyteinccommonstock,mxct
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,mexicoequityandincomefundincthecommonstock,mxe
MXF,Mexico Fund Inc. (The) Common Stock,mexicofundincthecommonstock,mxf
MXL,MaxLinear Inc. Common Stock,maxlinearinccommonstock,mxl
MYD,Blackrock MuniYield Fund Inc.  Common Stock,blackrockmuniyieldfundinccommonstock,myd
MYE,Myers Industries Inc. Common Stock,myersindustriesinccommonstock,mye
MYFW,First Western Financial Inc. Common Stock,firstwesternfinancialinccommonstock,myfw
MYGN,Myriad Genetics Inc. Common Stock,myriadgeneticsinccommonstock,mygn
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,blackrockmuniyieldqualityfundiiiinccommonstock,myi
MYMD,MyMD Pharmaceuticals Inc. Common Stock,mymdpharmaceuticalsinccommonstock,mymd
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,blackrockmuniyieldnewyorkqualityfundinccommonstock,myn
MYNA,Mynaric AG American Depository Shares,mynaricagamericandepositoryshares,myna
MYNZ,Mainz Biomed B.V. Ordinary Shares,mainzbiomedbvordinaryshares,mynz
MYO,Myomo Inc. Common Stock,myomoinccommonstock,myo
MYOV,Myovant Sciences Ltd. Common Shares,myovantsciencesltdcommonshares,myov
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,playstudiosincclassacommonstock,myps
NAACW,North Atlantic Acquisition Corporation Warrant,northatlanticacquisitioncorporationwarrant,naacw
NAAS,NaaS Technology Inc. American Depositary Shares,naastechnologyincamericandepositaryshares,naas
NABL,N-able Inc. Common Stock,nableinccommonstock,nabl
NAC,Nuveen California Quality Municipal Income Fund,nuveencaliforniaqualitymunicipalincomefund,nac
NAD,Nuveen Quality Municipal Income Fund Common Stock,nuveenqualitymunicipalincomefundcommonstock,nad
NAII,Natural Alternatives International Inc. Common Stock,naturalalternativesinternationalinccommonstock,naii
NAK,Northern Dynasty Minerals Ltd. Common Stock,northerndynastymineralsltdcommonstock,nak
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,nuveennewyorkqualitymunicipalincomefundcommonstock,nan
NAOV,NanoVibronix Inc. Common Stock,nanovibronixinccommonstock,naov
NAPA,The Duckhorn Portfolio Inc. Common Stock,theduckhornportfolioinccommonstock,napa
NARI,Inari Medical Inc. Common Stock,inarimedicalinccommonstock,nari
NAT,Nordic American Tankers Limited Common Stock,nordicamericantankerslimitedcommonstock,nat
NATH,Nathan's Famous Inc. Common Stock,nathansfamousinccommonstock,nath
NATI,National Instruments Corporation Common Stock,nationalinstrumentscorporationcommonstock,nati
NATR,Nature's Sunshine Products Inc. Common Stock,naturessunshineproductsinccommonstock,natr
NAUT,Nautilus Biotechnolgy Inc. Common Stock,nautilusbiotechnolgyinccommonstock,naut
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,navideabiopharmaceuticalsinccommonstock,navb
NAVI,Navient Corporation Common Stock,navientcorporationcommonstock,navi
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,nuveenarizonaqualitymunicipalincomefundcommonstock,naz
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,nuveentaxablemunicipalincomefundcommonsharesofbeneficialinterest,nbb
NBEV,NewAge Inc. Common Stock (Delaware),newageinccommonstockdelaware,nbev
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,neubergerbermanmunicipalfundinccommonstock,nbh
NBHC,National Bank Holdings Corporation Common Stock,nationalbankholdingscorporationcommonstock,nbhc
NBIX,Neurocrine Biosciences Inc. Common Stock,neurocrinebiosciencesinccommonstock,nbix
NBN,Northeast Bank Common Stock,northeastbankcommonstock,nbn
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,neubergerbermannewyorkmunicipalfundinccommonstock,nbo
NBR,Nabors Industries Ltd.,naborsindustriesltd,nbr
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,nabrivatherapeuticsplcordinarysharesireland,nbrv
NBSE,NeuBase Therapeutics Inc.  Common Stock,neubasetherapeuticsinccommonstock,nbse
